3,0
13,0
36,0
57,0
62,0
74,0
76,0
88,0
140,0
147,1
156,0
169,0
191,0
194,0
195,0
208,0
209,1
239,0
295,0
315,0
316,0
333,0
373,0
411,0
416,0
444,1
448,0
454,0
462,0
477,0
499,0
502,0
509,0
517,0
550,0
563,0
573,0
574,0
577,0
582,0
585,0
597,0
606,0
612,0
618,0
632,0
634,0
636,0
637,0
662,1
668,0
674,0
679,1
685,0
689,0
696,0
702,0
715,0
718,0
746,0
750,0
766,0
772,0
773,1
780,0
804,1
807,0
825,0
828,0
835,0
848,0
858,0
860,1
862,0
864,0
867,0
872,1
873,0
884,0
901,0
902,0
910,0
914,0
931,0
932,0
937,0
963,0
966,0
967,0
969,0
970,0
986,0
993,1
994,0
996,0
1001,0
1002,0
1008,1
1012,0
1013,0
1022,0
1024,0
1028,0
1036,0
1039,0
1040,0
1042,0
1044,0
1049,0
1050,0
1054,0
1059,0
1061,0
1067,0
1069,0
1072,0
1077,1
1078,0
1082,0
1083,0
1101,1
1105,0
1109,0
1113,0
1114,0
1120,0
1129,0
1131,0
1133,0
1134,0
1138,0
1142,0
1145,0
1148,0
1150,0
1152,0
1157,0
1159,0
1161,0
1168,0
1170,1
1186,0
1190,1
1193,0
1197,0
1214,0
1215,0
1218,0
1219,0
1220,0
1227,0
1237,0
1238,0
1243,0
1244,0
1256,0
1258,0
1259,0
1260,1
1261,0
1262,0
1263,0
1265,0
1266,0
1269,0
1272,0
1273,0
1275,0
1276,0
1279,0
1280,0
1282,1
1283,0
1284,1
1291,1
1295,0
1298,0
1300,0
1306,0
1317,0
1318,0
1322,0
1323,0
1324,0
1325,0
1326,0
1328,0
1330,0
1331,0
1332,0
1334,0
1335,0
1337,1
1338,0
1339,0
1341,0
1342,0
1343,0
1344,0
1345,0
1346,1
1349,1
1352,1
1355,0
1356,1
1357,1
1358,0
1359,0
1360,0
1361,0
1362,0
1363,0
1364,0
1365,0
1366,0
1368,0
1370,0
1372,1
1373,1
1374,1
1375,0
1377,1
1380,1
1381,1
1382,1
1383,1
1385,1
1391,1
1393,1
1395,1
1398,1
1399,1
1403,1
1405,1
1424,1
1436,1
1437,1
1440,1
1442,1
1443,1
1445,1
1449,1
1450,1
1452,1
1457,1
1458,1
1459,1
1460,1
1462,1
1463,1
1464,1
1465,1
1467,1
1469,1
1471,1
1472,1
1474,1
1479,1
1480,1
1482,1
1484,1
1493,1
1496,1
1497,1
1498,1
1499,1
1500,1
1501,1
1502,1
1503,1
1504,1
1505,1
1506,1
1508,1
1510,1
1512,1
1513,1
1515,0
1516,1
1519,1
1521,1
1522,1
1523,1
1527,1
1528,1
1530,1
1531,1
1550,1
1556,0
1571,1
9147,1
9416,1
